food_name,serving_size (g),calories (kcal),protein (g),carbohydrates (g),fats(g),vitamins,minerals,health_benefits,suitable_age_group,health_condition_considerations
"Lamb, raw, separable lean only, fore-shank, imported, New Zealand",100.0,122.0,46.0,53.0,26.0,"C, D, E, A",Calcium,General nutrition,Old age,"Prostate Cancer, Kidney Disease, Parkinson's Disease"
"Crackers, saltines (includes oyster, soda, soup)",100.0,418.0,19.0,5.0,27.0,C,"Calcium, Iron",General nutrition,Old age,"Leukemia, Marfan Syndrome, Hemochromatosis"
"Rolls, whole-wheat, dinner",100.0,266.0,22.0,58.0,25.0,B,"Zinc, Calcium, Magnesium",General nutrition,Adults,Hemophilia
"Cornmeal, yellow, whole-grain",100.0,362.0,29.0,34.0,11.0,B,"Zinc, Calcium, Magnesium",General nutrition,All ages,"Skin Cancer, Hyperoxaluria"
"Chicken, fried, cooked, meat only, leg, broilers or fryers",100.0,208.0,10.0,90.0,28.0,E,Zinc,General nutrition,Adults,Hyperoxaluria
"Babyfood, strained, vegetables and bacon, dinner",100.0,69.0,29.0,75.0,8.0,"E, C","Magnesium, Calcium",General nutrition,Old age,"None, Post-Traumatic Stress Disorder (PTSD), Mucopolysaccharidosis"
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, top round steak, round",100.0,167.0,13.0,67.0,9.0,"C, D",Iron,General nutrition,All ages,Irritable Bowel Syndrome
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, top round roast, round",100.0,121.0,28.0,69.0,4.0,"E, D, A",Calcium,General nutrition,Adults,Marfan Syndrome
"ARCHWAY Home Style Cookies, Molasses",100.0,403.0,23.0,80.0,21.0,"C, A","Calcium, Magnesium",General nutrition,Old age,Marfan Syndrome
"KELLOGG'S, Brown Sugar Cinnamon Roll, Wafflers, EGGO",100.0,331.0,18.0,87.0,5.0,"C, E, D","Magnesium, Calcium",General nutrition,Children,"Binge Eating Disorder, Cystinosis"
"KEEBLER, Wheat Crackers, TOWN HOUSE",100.0,489.0,46.0,71.0,21.0,"D, B","Iron, Calcium, Magnesium",General nutrition,All ages,Dementia
"Candies, butterscotch, confectioner's coating",100.0,539.0,27.0,50.0,22.0,"C, B","Magnesium, Calcium",General nutrition,All ages,Addison's Disease
Boiled Plantain with Kontomire Stew,100.0,320.0,5.0,60.0,10.0,C,Magnesium,High in fiber,rich in iron and vitamins,General
"Fish, raw, mixed species, Pacific, rockfish",100.0,90.0,31.0,61.0,5.0,"B, A, E, C","Zinc, Calcium","Brain development, Joint health, Mood improvement",Old age,Canavan Disease
"Margarine, with salt, stick, composite, 80% fat, regular",100.0,717.0,25.0,75.0,2.0,"D, E, A, C",Calcium,General nutrition,Adults,"Neurofibromatosis, Ehlers-Danlos Syndrome, Canavan Disease"
"Babyfood, junior, beef noodle, dinner",100.0,57.0,16.0,18.0,14.0,E,Iron,General nutrition,Adults,"Ulcerative Colitis, Liver Disease"
CAMPBELL'S Homestyle Light Italian-Style Wedding Soup,100.0,33.0,12.0,18.0,15.0,E,"Zinc, Calcium, Iron",General nutrition,All ages,"Skin Cancer, Zellweger Spectrum Disorder, Cystitis"
"SUBWAY, cold cut sub on white bread with lettuce and tomato",100.0,214.0,30.0,15.0,8.0,"D, C","Calcium, Iron, Magnesium",General nutrition,All ages,"Crohn's Disease, Multiple Sclerosis"
"Pork, raw, separable lean and fat, boneless, center rib (chops or roasts), loin, fresh",100.0,211.0,1.0,3.0,8.0,"C, A","Magnesium, Zinc, Iron",General nutrition,All ages,Seizure Disorders
"Chicken, stewed, cooked, meat only, dark meat, broilers or fryers",100.0,192.0,2.0,31.0,6.0,"B, C, D, A","Calcium, Iron",General nutrition,Children,"Anxiety, Galactosemia, Cystitis"
"MORNINGSTAR FARMS Buffalo Chik Patties, unprepared, frozen",100.0,255.0,11.0,34.0,7.0,"B, C, E","Calcium, Magnesium, Zinc",General nutrition,Adults,Ehlers-Danlos Syndrome
"Beef, pan-browned, cooked, crumbles, 80% lean meat / 20% fat, ground",100.0,272.0,26.0,77.0,19.0,A,"Calcium, Iron, Zinc",General nutrition,Old age,"Tuberculosis, Congenital Heart Disease"
"Biscuits, prepared from recipe, plain or buttermilk",100.0,353.0,13.0,25.0,20.0,"D, B",Calcium,General nutrition,All ages,Ulcers
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",100.0,133.0,23.0,27.0,17.0,D,Calcium,General nutrition,Children,"Addison's Disease, Glaucoma, Cancer"
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",100.0,228.0,45.0,84.0,26.0,"D, B, A","Zinc, Magnesium",General nutrition,Children,Alkaptonuria
"Nuts, without salt added, dry roasted, almonds",100.0,598.0,41.0,31.0,2.0,C,"Calcium, Iron, Zinc","Heart health, Weight management, Brain function",Old age,"Leukemia, Leigh Syndrome"
"Fish, raw (Alaska Native), Chum, Salmon",100.0,116.0,6.0,65.0,12.0,D,Iron,"Brain development, Joint health, Mood improvement",Children,"Cystinosis, Canavan Disease"
"KEEBLER, soft, Chocolate Chip Cookie, BAKER'S TREASURES",100.0,437.0,5.0,5.0,18.0,C,"Iron, Magnesium",General nutrition,Old age,Gaucher's Disease
"Peas, with salt, drained, boiled, cooked, sprouted, mature seeds",100.0,98.0,39.0,45.0,26.0,A,"Calcium, Magnesium, Zinc",General nutrition,All ages,"Maple Syrup Urine Disease, Systemic Lupus Erythematosus"
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, porterhouse steak, short loin",100.0,214.0,44.0,44.0,4.0,D,Zinc,General nutrition,All ages,Fibromyalgia
"KFC, skin and breading removed, meat only, Wing, ORIGINAL RECIPE, Fried Chicken",100.0,216.0,44.0,65.0,23.0,"D, B, C, E",Zinc,General nutrition,All ages,"Cancer, Hypothyroidism, Crohn's Disease"
"Vitasoy USA, Vitasoy Organic Classic Original Soymilk",100.0,47.0,12.0,66.0,27.0,"E, B, C, D","Zinc, Magnesium, Iron",General nutrition,Children,Ornithine Transcarbamylase Deficiency
"Snacks, salted, yucca (cassava) chips",100.0,515.0,8.0,30.0,21.0,"E, B","Iron, Calcium, Zinc",General nutrition,Adults,Prader-Willi Syndrome
"Turkey, with broth, meat only, canned",100.0,169.0,17.0,59.0,21.0,"D, C, E, A",Magnesium,General nutrition,All ages,"Thalassemia, Diabetes, Cushing's Syndrome"
"SILK Mocha, soymilk",100.0,58.0,31.0,72.0,27.0,"D, C, E","Iron, Calcium, Magnesium",General nutrition,Adults,"Maple Syrup Urine Disease, Systemic Lupus Erythematosus"
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, whole (arm and blade), shoulder, domestic",100.0,204.0,39.0,29.0,27.0,"D, B","Magnesium, Iron",General nutrition,All ages,Liver Disease
"KEEBLER, Reduced Fat, Pretzel Crackers, FLIPSIDES, TOWN HOUSE",100.0,450.0,3.0,39.0,24.0,"B, E, A","Magnesium, Zinc, Calcium",General nutrition,Old age,"Glaucoma, Ovarian Cancer"
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, flat half, brisket",100.0,276.0,11.0,12.0,1.0,"B, A, E, D","Iron, Zinc",General nutrition,All ages,"Schizophrenia, Dementia, Bipolar Disorder"
"Beef, pastrami, cured",100.0,147.0,39.0,29.0,26.0,B,Iron,General nutrition,All ages,Alzheimer's Disease
"Oil, teaseed",100.0,884.0,1.0,83.0,15.0,"B, A, D, E","Magnesium, Calcium, Zinc",General nutrition,Old age,"Raynaud's Disease, Hypothyroidism, Liver Disease"
Oven-roasted chicken breast roll,100.0,134.0,36.0,0.0,28.0,C,"Iron, Magnesium, Calcium",General nutrition,Children,"Endometriosis, Cataracts"
"Soup, single brand, condensed, canned, split pea with ham and bacon",100.0,140.0,24.0,73.0,6.0,"E, B, D, A","Iron, Calcium, Magnesium",General nutrition,Children,Hyperthyroidism
"Nuts, boiled and steamed, european, chestnuts",100.0,131.0,34.0,1.0,25.0,"C, A","Zinc, Iron, Calcium","Heart health, Weight management, Brain function",Adults,Crohn's Disease
"Crustaceans, raw, wild, mixed species, crayfish",100.0,77.0,37.0,87.0,12.0,"D, C, B, A","Zinc, Magnesium",General nutrition,Adults,"Thyroid Disorders, HIV/AIDS"
"Game meat, roasted, cooked, caribou",100.0,167.0,49.0,11.0,23.0,C,Iron,General nutrition,Old age,"Prader-Willi Syndrome, Thalassemia, Pelvic Inflammatory Disease"
"Pumpkin leaves, with salt, drained, boiled, cooked",100.0,21.0,38.0,11.0,16.0,"B, D, C, E","Magnesium, Calcium",General nutrition,Old age,Rett Syndrome
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, outside skirt, boneless, plate steak",100.0,212.0,14.0,6.0,21.0,"A, C, E","Calcium, Magnesium",General nutrition,Old age,Polycystic Ovary Syndrome (PCOS)
"Cheese, low fat, swiss",100.0,179.0,47.0,0.0,12.0,"B, A, E","Zinc, Iron",General nutrition,Children,Glaucoma
"Cream substitute, with hydrogenated vegetable oil and soy protein, liquid",100.0,136.0,29.0,8.0,18.0,"C, A",Zinc,General nutrition,Adults,"Food Allergies, Liver Disease"
"Crustaceans, moist heat, cooked, blue, crab",100.0,83.0,41.0,90.0,6.0,"A, C, E","Iron, Magnesium, Calcium",General nutrition,Old age,"Bipolar Disorder, Kidney Disease, Breast Cancer"
"Squash, with salt, or baked, drained, boiled, cooked, spaghetti, winter",100.0,27.0,41.0,85.0,6.0,"C, D, A",Iron,General nutrition,Old age,Hyperthyroidism
"Child formula, not reconstituted, powder, with iron, PORTAGEN, MEAD JOHNSON",100.0,483.0,25.0,10.0,14.0,E,Calcium,General nutrition,Children,Kidney Disease
"ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies",100.0,468.0,17.0,77.0,6.0,"B, D, C, E","Calcium, Iron",General nutrition,Old age,"Obesity, Eczema"
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, lip off, boneless, rib eye steak",100.0,154.0,43.0,35.0,6.0,A,Calcium,General nutrition,All ages,"High Cholesterol, Hyperthyroidism, Gaucher's Disease"
"Beef, braised, cooked, select, trimmed to 1/8"" fat, separable lean and fat, top round, round",100.0,225.0,3.0,61.0,6.0,"A, B","Zinc, Magnesium",General nutrition,Adults,Raynaud's Disease
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, tenderloin steak, loin",100.0,135.0,12.0,67.0,15.0,"D, C, E, B","Calcium, Zinc, Magnesium",General nutrition,Old age,Tuberculosis
"Pork, unheated, separable lean and fat, bone-in, rump, ham and water product, cured",100.0,179.0,40.0,2.0,15.0,"A, E, B",Magnesium,General nutrition,All ages,Celiac Disease
"Chicken, raw, with added solution, meat only, boneless, skinless, breast, broilers or fryers",100.0,108.0,2.0,4.0,29.0,"B, E",Iron,General nutrition,Old age,"Leukemia, Ovarian Cancer"
"Beef, cooked, select, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts",100.0,203.0,44.0,20.0,17.0,"A, B","Zinc, Iron",General nutrition,All ages,"Tay-Sachs Disease, Hypertension, Lactose Intolerance"
"Beef, raw, separable lean only, bolar blade, imported, New Zealand",100.0,129.0,0.0,81.0,5.0,"A, E, B, D","Magnesium, Iron, Calcium",General nutrition,Old age,"Bulimia Nervosa, Anxiety"
"Cereals ready-to-eat, Cocoa DYNO-BITES, MALT-O-MEAL",100.0,397.0,40.0,6.0,12.0,"C, B","Magnesium, Zinc, Iron","Sustained energy, Digestive health, Blood sugar control",Children,"Cystitis, Hypothyroidism"
Pulled pork in barbecue sauce,100.0,168.0,33.0,76.0,16.0,B,"Magnesium, Zinc",General nutrition,All ages,"Post-Traumatic Stress Disorder (PTSD), Phenylketonuria"
"Bread, made with low fat (2%) milk, prepared from recipe, cornbread",100.0,266.0,14.0,80.0,6.0,"E, B, A","Iron, Zinc",General nutrition,Adults,"Kidney Disease, Chronic Fatigue Syndrome"
"CAMPBELL'S CHUNKY Soups, Savory Pot Roast Soup",100.0,49.0,10.0,23.0,18.0,E,"Magnesium, Zinc",General nutrition,All ages,"Osteoporosis, Ulcerative Colitis"
"GLUTINO, Lemon Flavored, Gluten Free Wafers",100.0,515.0,15.0,83.0,22.0,"A, B","Zinc, Iron, Magnesium",General nutrition,All ages,"Ornithine Transcarbamylase Deficiency, Hyperglycemia"
"HORMEL ALWAYS TENDER, Fresh Pork, Boneless Pork Loin",100.0,145.0,21.0,80.0,13.0,"B, C, A",Magnesium,General nutrition,All ages,"Parkinson's Disease, Fibromyalgia"
"Shortening, composite, household, vegetable",100.0,884.0,27.0,19.0,0.0,B,"Zinc, Magnesium, Calcium",General nutrition,Adults,Breast Cancer
"Soybeans, dry roasted, mature seeds",100.0,449.0,9.0,43.0,29.0,"D, E, B, A","Calcium, Magnesium",General nutrition,Children,"Hypoglycemia, Alkaptonuria"
"Snacks, cheese-flavor, potato chips",100.0,496.0,20.0,13.0,9.0,"E, A",Zinc,General nutrition,All ages,Pancreatitis
"Nuts, with salt added, without peanuts, oil roasted, mixed nuts",100.0,615.0,42.0,26.0,25.0,"B, D, A","Calcium, Zinc","Heart health, Weight management, Brain function",Old age,Chronic Fatigue Syndrome
"Raisins, golden seedless",100.0,302.0,7.0,16.0,11.0,B,Zinc,General nutrition,All ages,"Schizophrenia, Arthritis, Menopause"
"Crustaceans, moist heat, cooked, northern, lobster",100.0,89.0,37.0,18.0,2.0,"C, A, E",Magnesium,General nutrition,Children,"None, Food Allergies, Fabry Disease"
"KELLOGG'S, Cinnamon, French Toaster Sticks, EGGO",100.0,250.0,45.0,64.0,18.0,"D, A, C","Iron, Zinc, Magnesium",General nutrition,Adults,"Osteoporosis, Cancer"
"KEEBLER, Chocolate Chip Cookies, SOFT BATCH",100.0,477.0,1.0,61.0,20.0,B,"Iron, Magnesium, Calcium",General nutrition,All ages,Bulimia Nervosa
"GARDENBURGER Sun-Dried Tomato Basil Burger, unprepared, frozen",100.0,137.0,36.0,68.0,0.0,"C, E, D, A",Zinc,General nutrition,Children,"Cystic Fibrosis, Eating Disorders, Canavan Disease"
"Soup, prepared with equal volume milk, canned, cream of chicken",100.0,77.0,30.0,1.0,3.0,"E, A, B",Zinc,General nutrition,Adults,Cushing's Syndrome
"Lamb, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, whole (shank and sirloin), leg, domestic",100.0,242.0,44.0,21.0,26.0,"B, A, E","Zinc, Iron",General nutrition,All ages,"Polycystic Ovary Syndrome (PCOS), Tuberculosis, Hemophilia"
"Sauce, with butter, prepared-from-recipe, thin, white",100.0,72.0,21.0,38.0,12.0,"E, A","Iron, Zinc, Magnesium",General nutrition,All ages,"Marfan Syndrome, Hyperoxaluria"
Chocolate-flavored hazelnut spread,100.0,541.0,45.0,45.0,8.0,"D, C, B, E","Zinc, Iron",General nutrition,Children,"Macular Degeneration, Galactosemia, Tuberculosis"
"Cereals ready-to-eat, QUAKER CRUNCHY BRAN, QUAKER",100.0,331.0,27.0,73.0,29.0,"B, E, C","Iron, Calcium, Magnesium","Sustained energy, Digestive health, Blood sugar control",Old age,"Ornithine Transcarbamylase Deficiency, Encephalitis"
"KELLOGG'S, Buttermilk, Waffles, EGGO",100.0,278.0,22.0,65.0,18.0,"E, D, C, B","Iron, Calcium, Zinc",General nutrition,Adults,"Sleep Apnea, Pelvic Inflammatory Disease"
"DENNY'S, onion rings",100.0,385.0,7.0,33.0,7.0,D,"Zinc, Iron, Magnesium",General nutrition,Old age,"Thalassemia, Meningitis"
"Veal, raw, spleen, variety meats and by-products",100.0,98.0,43.0,94.0,14.0,"E, C",Calcium,General nutrition,Children,"Neurofibromatosis, Canavan Disease"
"MURRAY, Fudge Dipped Mint Cookies, SUGAR FREE",100.0,481.0,37.0,29.0,21.0,"E, B, D","Iron, Zinc, Magnesium",General nutrition,Children,"Hyperglycemia, Hypoglycemia"
"Ostrich, cooked, inside strip",100.0,164.0,23.0,81.0,22.0,"E, A",Calcium,General nutrition,Adults,Lactose Intolerance
"Peas, rinsed in tap water, drained solids, canned, green",100.0,71.0,0.0,88.0,8.0,"D, E",Calcium,General nutrition,Children,"Glycogen Storage Disease, Myeloma, Cystinosis"
"DENNY'S, from kid's menu, star shaped, chicken nuggets",100.0,377.0,45.0,1.0,9.0,"B, C, E","Zinc, Magnesium",General nutrition,Children,Liver Disease
"SUNSHINE, Italian Four Cheese Crackers, CHEEZ-IT",100.0,500.0,19.0,94.0,23.0,"C, E, B, D",Iron,General nutrition,Adults,Leigh Syndrome
"Pork, roasted, heated, separable lean and fat, boneless, whole, ham -- water added, cured",100.0,126.0,9.0,85.0,9.0,"E, B, D","Zinc, Calcium, Magnesium",General nutrition,Old age,"Addison's Disease, Hyperoxaluria"
"Soup, condensed, canned, cream of celery",100.0,72.0,43.0,85.0,13.0,"C, D, E",Iron,General nutrition,Children,"Depression, Prader-Willi Syndrome"
"MORNINGSTAR FARMS Chik'n Nuggets, unprepared, frozen",100.0,221.0,19.0,50.0,10.0,C,"Magnesium, Zinc",General nutrition,Old age,"Multiple Sclerosis, Food Allergies, Hypoglycemia"
"Seeds, with salt added, sunflower seed butter",100.0,617.0,24.0,35.0,27.0,C,"Iron, Calcium","Heart health, Weight management, Brain function",Adults,"COPD, Prostate Cancer"
"Collards, without salt, drained, boiled, cooked, chopped, frozen",100.0,36.0,1.0,5.0,25.0,D,"Magnesium, Calcium, Zinc",General nutrition,Adults,"Leukemia, Glycogen Storage Disease"
"UDI'S, Soft & Delicious White Sandwich Bread, Gluten Free",100.0,298.0,22.0,90.0,21.0,D,"Zinc, Calcium",General nutrition,All ages,Heart Disease
"Lamb, raw, separable lean only, boneless, chump, imported, New Zealand",100.0,121.0,47.0,93.0,18.0,"E, C, A, B",Zinc,General nutrition,Adults,"Obesity, Celiac Disease, Kidney Disease"
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, steak, bottom round, round",100.0,230.0,21.0,94.0,28.0,"C, D, B, A",Magnesium,General nutrition,Old age,"Gallstones, Post-Traumatic Stress Disorder (PTSD)"
"Hyacinth beans, with salt, boiled, cooked, mature seeds",100.0,117.0,8.0,75.0,0.0,D,Calcium,General nutrition,All ages,"Pelvic Inflammatory Disease, Hypertension, Bipolar Disorder"
"CAMPBELL'S CHUNKY Microwavable Bowls, ready-to-serve, Sirloin Burger with Country Vegetables Soup",100.0,57.0,23.0,56.0,25.0,"A, E, C, B",Zinc,"Cancer prevention, Eye health, Bone strength",All ages,"Angelman Syndrome, Prader-Willi Syndrome"
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib",100.0,249.0,21.0,72.0,23.0,C,Magnesium,General nutrition,All ages,"Obesity, Ornithine Transcarbamylase Deficiency, Prostate Cancer"
Ham and cheese loaf or roll,100.0,241.0,48.0,9.0,9.0,"C, B, E","Magnesium, Zinc",General nutrition,Old age,Malnutrition
"Salad dressing, vinegar and oil, home recipe",100.0,449.0,47.0,64.0,16.0,D,"Calcium, Iron, Magnesium",General nutrition,Old age,Tay-Sachs Disease
Tatalina,100.0,230.0,4.0,35.0,8.0,D,Zinc,Good source of energy,moderate fat,General
Okara,100.0,76.0,9.0,45.0,23.0,"B, C","Calcium, Magnesium",General nutrition,Children,"Hemochromatosis, Pancreatitis, Breast Cancer"
"Garlic, raw",100.0,149.0,18.0,11.0,5.0,A,Iron,General nutrition,All ages,Leigh Syndrome
"Frankfurter, low fat, meat and poultry",100.0,121.0,47.0,59.0,10.0,"B, D, A, E",Magnesium,General nutrition,All ages,"Ornithine Transcarbamylase Deficiency, Cystinosis"
"McDONALD'S, FILET-O-FISH",100.0,282.0,41.0,55.0,11.0,B,"Zinc, Magnesium",General nutrition,Children,"Asthma, Polycystic Ovary Syndrome (PCOS), Alzheimer's Disease"
"USDA Commodity, unheated, cooked as purchased, salmon nuggets",100.0,189.0,20.0,44.0,28.0,"D, B, A, C","Zinc, Iron",General nutrition,Old age,"Gallstones, None"
"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, tenderloin",100.0,267.0,1.0,48.0,27.0,E,"Calcium, Iron, Zinc",General nutrition,Children,"Cystinosis, Congenital Heart Disease, Psoriasis"
"Infant formula, with ARA and DHA, liquid concentrate not reconstituted, with iron, LIPIL, NUTRAMIGEN, ENFAMIL, MEAD JOHNSON",100.0,126.0,21.0,6.0,24.0,"D, B, C",Iron,General nutrition,Children,Hemophilia
"Chicken, braised, cooked, with added solution, meat and skin, drumstick, dark meat",100.0,183.0,22.0,11.0,6.0,C,"Iron, Magnesium",General nutrition,Adults,"Hemochromatosis, Lymphoma, Cystic Fibrosis"
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, rib, frozen, imported, New Zealand",100.0,317.0,19.0,70.0,23.0,"A, C, D, E","Calcium, Iron, Magnesium",General nutrition,Adults,"Psoriasis, Leukemia, Post-Traumatic Stress Disorder (PTSD)"
"Milk, sweetened, condensed, canned",100.0,321.0,17.0,71.0,2.0,B,"Calcium, Iron, Zinc",General nutrition,Adults,"Epilepsy, Skin Cancer"
"Rice, cooked, enriched, medium-grain, white",100.0,130.0,8.0,62.0,26.0,"D, C, E","Zinc, Iron, Calcium",General nutrition,Adults,Neurofibromatosis
"Cookies, lemon wafer, gluten-free",100.0,515.0,18.0,76.0,17.0,"E, B","Magnesium, Iron",General nutrition,All ages,Pelvic Inflammatory Disease
"Ice cream sandwich, no sugar added, light, vanilla",100.0,200.0,20.0,14.0,24.0,"B, A",Iron,General nutrition,Children,Mucopolysaccharidosis
"Pork, roasted, cooked, separable lean only, whole, shoulder, fresh",100.0,230.0,13.0,63.0,21.0,"D, C, A, B","Iron, Calcium, Magnesium",General nutrition,Old age,"Hemochromatosis, Maple Syrup Urine Disease"
